"laptop_ID","Company","Product","TypeName","Inches","ScreenResolution","Cpu","Ram","Memory","Gpu","OpSys","Weight","Price_euros"
1181,"Lenovo","IdeaPad 310-15ISK","Notebook","15.6","1366x768","Intel Core i3 6006U 2.0GHz","8GB","1TB HDD","Intel HD Graphics 520","Windows 10","2.2kg",459
1227,"Asus","Rog Strix","Gaming","15.6","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10","2.2kg",2449
1090,"Lenovo","IdeaPad 300-17ISK","Notebook","17.3","1600x900","Intel Core i5 6200U 2.3GHz","8GB","1.0TB HDD","AMD Radeon R5 M330","Windows 10","3.0kg",659
431,"Dell","Alienware 17","Gaming","17.3","IPS Panel 2560x1440","Intel Core i7 7820HK 2.9GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10","4.42kg",2799
1075,"Asus","Rog G752VL-GC088D","Gaming","17.3","IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz","16GB","1TB HDD","Nvidia GeForce GTX 965M","No OS","4kg",998
799,"Asus","FX502VM-DM560T (i7-7700HQ/8GB/1TB","Gaming","15.6","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX1060","Windows 10","2.24kg",1339
910,"Dell","Vostro 3568","Notebook","15.6","1366x768","Intel Core i3 6006U 2.0GHz","4GB","1TB HDD","AMD Radeon R5 M420X","Windows 10","2.18kg",614
1051,"Toshiba","Tecra Z40-C-136","Ultrabook","14.0","IPS Panel Full HD 1920x1080","Intel Core i7 6600U 2.6GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 10","1.47kg",1725
886,"Dell","Latitude 7280","Ultrabook","12.5","Full HD 1920x1080","Intel Core i7 7600U 2.8GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.6kg",1690
239,"Acer","Aspire R7","2 in 1 Convertible","13.3","IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i5 6200U 2.3GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 10","1.6kg",689
562,"Asus","A541NA-GO342 (N3350/4GB/500GB/Linux)","Notebook","15.6","1366x768","Intel Celeron Dual Core N3350 1.1GHz","4GB","500GB HDD","Intel HD Graphics 500","Linux","2kg",224
52,"Acer","Aspire A515-51G","Notebook","15.6","IPS Panel Full HD 1920x1080","Intel Core i7 8550U 1.8GHz","8GB","256GB SSD","Nvidia GeForce MX150","Windows 10","2.2kg",841
1211,"Apple","MacBook 12""","Ultrabook","12.0","IPS Panel Retina Display 2304x1440","Intel Core M 1.1GHz","8GB","256GB Flash Storage","Intel HD Graphics 5300","Mac OS X","0.920kg",1163
1267,"Dell","XPS 13","2 in 1 Convertible","13.3","Quad HD+ / Touchscreen 3200x1800","Intel Core i5 7Y54 1.2GHz","8GB","256GB SSD","Intel HD Graphics 615","Windows 10","1.24kg",1813
1016,"Dell","Vostro 3568","Notebook","15.6","1366x768","Intel Core i3 7100U 2.4GHz","4GB","128GB SSD","Intel HD Graphics 620","Windows 10","2.18kg",547
304,"Asus","ZenBook UX530UQ-PRO","Ultrabook","15.6","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","16GB","512GB SSD","Nvidia GeForce 940MX","Windows 10","1.63kg",1468
1318,"Lenovo","IdeaPad 100S-14IBR","Notebook","14.0","1366x768","Intel Celeron Dual Core N3050 1.6GHz","2GB","64GB Flash Storage","Intel HD Graphics","Windows 10","1.5kg",229
563,"Mediacom","SmartBook 130","Notebook","13.3","IPS Panel Full HD 1920x1080","Intel Atom x5-Z8350 1.44GHz","4GB","32GB Flash Storage","Intel HD Graphics","Windows 10","1.35kg",255
35,"Apple","MacBook Air","Ultrabook","13.3","1440x900","Intel Core i5 1.6GHz","8GB","256GB Flash Storage","Intel HD Graphics 6000","Mac OS X","1.35kg",998
1063,"Asus","Chromebook C202SA","Netbook","11.6","1366x768","Intel Celeron Dual Core N3060 1.6GHz","4GB","16GB Flash Storage","Intel HD Graphics 400","Chrome OS","1.2kg",287.9
688,"MSI","GV62M 7RD","Gaming","15.6","Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz","8GB","256GB SSD","Nvidia GeForce GTX 1050","Windows 10","2.2kg",997.9
647,"Dell","XPS 15","Notebook","15.6","4K Ultra HD / Touchscreen 3840x2160","Intel Core i7 7700HQ 2.8GHz","16GB","1TB SSD","Nvidia GeForce GTX 1050","Windows 10","2.06kg",2399
160,"Asus","ZenBook Flip","2 in 1 Convertible","13.3","Full HD / Touchscreen 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.1kg",1315
1048,"HP","EliteBook 850","Notebook","15.6","Full HD 1920x1080","Intel Core i7 6500U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 10","1.84kg",1228.99
1209,"Samsung","Chromebook Plus","2 in 1 Convertible","12.3","IPS Panel Touchscreen 2400x1600","Samsung Cortex A72&A53 2.0GHz","4GB","32GB Flash Storage","ARM Mali T860 MP4","Chrome OS","1.15kg",659
1204,"Dell","Inspiron 5578","2 in 1 Convertible","15.6","Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz","16GB","512GB SSD","Intel HD Graphics 620","Windows 10","2.09kg",1179
829,"Lenovo","V110-15ISK (i3-6006U/4GB/500GB/W10)","Notebook","15.6","1366x768","Intel Core i3 6006U 2GHz","4GB","500GB HDD","Intel HD Graphics 520","Windows 10","2.1kg",489.9
1292,"Asus","X553SA-XX031T (N3050/4GB/500GB/W10)","Notebook","15.6","1366x768","Intel Celeron Dual Core N3050 1.6GHz","4GB","500GB HDD","Intel HD Graphics","Windows 10","2.2kg",369
301,"Acer","Aspire A715-71G","Notebook","15.6","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","256GB SSD","Nvidia GeForce GTX 1050 Ti","Linux","2.5kg",979
943,"HP","ProBook 640","Notebook","14.0","1366x768","Intel Core i5 6200U 2.3GHz","4GB","500GB HDD","Intel HD Graphics 520","Windows 10","1.95kg",1149
185,"Dell","XPS 13","Ultrabook","13.3","Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","256GB SSD","Intel UHD Graphics 620","Windows 10","1.23kg",1399
281,"Dell","Inspiron 5770","Notebook","17.3","Full HD 1920x1080","Intel Core i7 8550U 1.8GHz","8GB","128GB SSD +  1TB HDD","AMD Radeon 530","Linux","2.8kg",1099
798,"Dell","Inspiron 7567","Gaming","15.6","Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz","8GB","256GB SSD","Nvidia GeForce GTX 1050","Windows 10","2.62kg",985
944,"Lenovo","IdeaPad 320-15IAP","Notebook","15.6","1366x768","Intel Pentium Quad Core N4200 1.1GHz","4GB","1TB HDD","Intel HD Graphics 505","Windows 10","2.2kg",309
1290,"Lenovo","IdeaPad 100S-14IBR","Notebook","14.0","1366x768","Intel Celeron Dual Core N3050 1.6GHz","2GB","64GB Flash Storage","Intel HD Graphics","Windows 10","1.5kg",229
1000,"HP","Probook 450","Notebook","15.6","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","1TB HDD","Intel HD Graphics 620","Windows 10","2.04kg",806
45,"Dell","Inspiron 7773","2 in 1 Convertible","17.3","Full HD / Touchscreen 1920x1080","Intel Core i5 8250U 1.6GHz","12GB","1TB HDD","Nvidia GeForce 150MX","Windows 10","2.77kg",999
998,"Toshiba","Tecra A40-C-1KF","Notebook","14.0","1366x768","Intel Core i5 6200U 2.3GHz","4GB","500GB HDD","Intel HD Graphics 520","Windows 10","1.75kg",915
105,"Dell","Inspiron 3576","Notebook","15.6","Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","1TB HDD","AMD Radeon 520","Linux","2.2kg",647
620,"Dell","Inspiron 3567","Notebook","15.6","1366x768","Intel Core i3 6006U 2.0GHz","4GB","1TB HDD","Intel HD Graphics 520","Linux","2.25kg",359
637,"Asus","ZenBook 3","Ultrabook","14.0","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","16GB","512GB SSD","Intel HD Graphics 620","Windows 10","1.1kg",1900
750,"Toshiba","Tecra X40-D-10G","Notebook","14.0","IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.25kg",1535
650,"Lenovo","ThinkPad X1","Ultrabook","14.0","IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","16GB","512GB SSD","Intel HD Graphics 620","Windows 10","1.14kg",2450
1053,"HP","ProBook 440","Notebook","14.0","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.64kg",1010.51
437,"Samsung","Chromebook 3","Netbook","11.6","1366x768","Intel Celeron Dual Core N3060 1.6GHz","4GB","16GB Flash Storage","Intel HD Graphics 400","Chrome OS","1.15kg",269
899,"Acer","Chromebook C731-C78G","Netbook","11.6","IPS Panel 1366x768","Intel Celeron Dual Core N3060 1.6GHz","4GB","32GB Flash Storage","Intel HD Graphics 400","Chrome OS","1.25kg",297
241,"Acer","Aspire A315-51","Notebook","15.6","1366x768","Intel Core i3 6006U 2GHz","4GB","1TB HDD","Intel HD Graphics 520","Linux","2.1kg",390
828,"Dell","Latitude 3480","Notebook","14.0","1366x768","Intel Core i5 6200U 2.3GHz","4GB","500GB HDD","Intel HD Graphics 520","Windows 10","1.76kg",755
19,"Lenovo","IdeaPad 320-15IKB","Notebook","15.6","Full HD 1920x1080","Intel Core i3 7100U 2.4GHz","8GB","1TB HDD","Nvidia GeForce 940MX","No OS","2.2kg",499
151,"MSI","GE72MVR 7RG","Gaming","17.3","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10","2.9kg",2029
543,"Dell","Inspiron 5570","Notebook","15.6","Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","256GB SSD","AMD Radeon 530","Windows 10","2.2kg",797.41
1072,"Dell","Inspiron 7378","2 in 1 Convertible","13.3","IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz","12GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.6kg",1299
1154,"MSI","GT72S Dominator","Gaming","17.3","Full HD 1920x1080","Intel Core i7 6820HQ 2.7GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 980M","Windows 10","3.78kg",2399
198,"Dell","Inspiron 5379","2 in 1 Convertible","13.3","IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 8550U 1.8GHz","8GB","1TB HDD","Intel UHD Graphics 620","Windows 10","1.62kg",839
360,"Toshiba","Tecra A50-C-21G","Notebook","15.6","IPS Panel Full HD 1920x1080","Intel Core i7 6500U 2.5GHz","16GB","512GB SSD","Nvidia GeForce 930M","Windows 10","2.4kg",1403
1137,"HP","EliteBook 1040","Notebook","14.0","Full HD 1920x1080","Intel Core i5 6200U 2.3GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 7","1.43kg",1513
33,"HP","17-ak001nv (A6-9220/4GB/500GB/Radeon","Notebook","17.3","Full HD 1920x1080","AMD A6-Series 9220 2.5GHz","4GB","500GB HDD","AMD Radeon 530","Windows 10","2.71kg",439
941,"HP","Probook 650","Notebook","15.6","Full HD 1920x1080","Intel Core i5 6200U 2.3GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 10","2.31kg",1165
801,"Lenovo","ThinkPad Yoga","2 in 1 Convertible","13.3","IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","512GB SSD","Intel HD Graphics 620","Windows 10","1.37kg",1970
839,"Razer","Blade Pro","Gaming","17.3","4K Ultra HD / Touchscreen 3840x2160","Intel Core i7 7820HK 2.9GHz","32GB","512GB SSD","Nvidia GeForce GTX 1080","Windows 10","3.49kg",5499
440,"Lenovo","Thinkpad T570","Workstation","15.6","IPS Panel 4K Ultra HD 3840x2160","Intel Core i7 7600U 2.8GHz","16GB","512GB SSD","Nvidia GeForce 940MX","Windows 10","2.3kg",2445
420,"Acer","Aspire R7","2 in 1 Convertible","13.3","IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 6500U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 10","1.6kg",789.01
1221,"Dell","XPS 13","Ultrabook","13.3","Quad HD+ / Touchscreen 3200x1800","Intel Core i7 7500U 2.7GHz","16GB","512GB SSD","Intel HD Graphics 620","Windows 10","1.2kg",2680
726,"Mediacom","Smartbook 142","Notebook","14.0","IPS Panel Full HD 1920x1200","Intel Atom Z8350 1.92GHz","4GB","32GB HDD","Intel HD Graphics 400","Windows 10","1.4kg",265
965,"Dell","Latitude 7480","Ultrabook","14.0","Full HD 1920x1080","Intel Core i7 7600U 2.8GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.36kg",1775
264,"Lenovo","Yoga 720-15IKB","2 in 1 Convertible","15.6","IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","512GB SSD","Nvidia GeForce GTX 1050M","Windows 10","2kg",1699
938,"Lenovo","ThinkPad Yoga","2 in 1 Convertible","13.3","IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","512GB SSD","Intel HD Graphics 620","Windows 10","1.37kg",1825
1226,"Acer","Aspire E5-774G","Notebook","17.3","1600x900","Intel Core i3 6006U 2.0GHz","8GB","1TB HDD","Nvidia GeForce 940MX","Windows 10","3.3kg",629
619,"Dell","Vostro 3568","Notebook","15.6","1366x768","Intel Core i3 6006U 2.0GHz","4GB","1TB HDD","Intel HD Graphics 520","Linux","2.18kg",443.9
342,"Dell","Inspiron 7570","Ultrabook","15.6","IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce 940MX","Windows 10","1.9kg",1049
153,"Dell","Inspiron 5577","Gaming","15.6","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","512GB SSD","Nvidia GeForce GTX 1050","Windows 10","2.56kg",1249.26
1246,"Lenovo","IdeaPad Y700-15ISK","Gaming","15.6","IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 6700HQ 2.6GHz","16GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 960M","Windows 10","2.6kg",1029
1161,"HP","ZBook 15","Workstation","15.6","IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz","8GB","256GB SSD","Nvidia Quadro M1000M","Windows 7","2.59kg",2229
1012,"Asus","Rog GL553VE-DS74","Gaming","15.6","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1050 Ti","Windows 10","2.5kg",1799
8,"Apple","Macbook Air","Ultrabook","13.3","1440x900","Intel Core i5 1.8GHz","8GB","256GB Flash Storage","Intel HD Graphics 6000","macOS","1.34kg",1158.7
649,"HP","17-AK091ND (A9-9420/8GB/1TB/W10)","Notebook","17.0","1600x900","AMD A9-Series 9420 3GHz","8GB","1TB HDD","AMD Radeon R5","Windows 10","2.6kg",520.9
1100,"HP","EliteBook 840","Notebook","14.0","Full HD 1920x1080","Intel Core i5 6200U 2.3GHz","4GB","500GB HDD","Intel HD Graphics 520","Windows 7","1.54kg",1030.99
1248,"Lenovo","ThinkPad Yoga","Netbook","12.5","IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 6500U 2.50GHz","16GB","512GB SSD","Intel HD Graphics 520","Windows 10","1.3kg",1650
85,"Lenovo","IdeaPad 320-15AST","Notebook","15.6","Full HD 1920x1080","AMD A6-Series 9220 2.5GHz","4GB","128GB SSD","AMD R4 Graphics","Windows 10","2.2kg",399
770,"Dell","Latitude 7280","Ultrabook","12.5","Full HD 1920x1080","Intel Core i7 7600U 2.8GHz","16GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.18kg",1859
1089,"Lenovo","ThinkPad Yoga","Ultrabook","12.5","IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 6500U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 10","1.3kg",1713.49
512,"Lenovo","ThinkPad 13","Notebook","13.3","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.44kg",949
121,"Asus","X705UV-BX074T (i3-6006U/4GB/1TB/GeForce","Notebook","17.3","Full HD 1920x1080","Intel Core i3 6006U 2GHz","4GB","1TB HDD","Nvidia GeForce 920MX","Windows 10","2kg",564
834,"Toshiba","Satellite Pro","Notebook","14.0","1366x768","Intel Pentium Dual Core 4405U 2.1GHz","4GB","128GB SSD","Intel HD Graphics 510","Windows 10","1.75kg",499
240,"Dell","Inspiron 5567","Notebook","15.6","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","16GB","256GB SSD","AMD Radeon R7 M445","Linux","2.36kg",899
871,"Lenovo","ThinkPad E570","Notebook","15.6","IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","1TB HDD","Intel HD Graphics 620","Windows 10","2.3kg",850.66
1023,"HP","Probook 440","Notebook","14.0","1366x768","Intel Core i3 7100U 2.4GHz","4GB","500GB HDD","Intel HD Graphics 620","Windows 10","1.64kg",684
364,"Dell","Inspiron 3567","Notebook","15.6","Touchscreen 1366x768","Intel Core i5 7200U 2.5GHz","8GB","2TB HDD","Intel HD Graphics 620","Windows 10","2.36kg",557.37
135,"Acer","Swift 3","Ultrabook","14.0","IPS Panel Full HD 1920x1080","Intel Core i7 8550U 1.8GHz","8GB","256GB SSD","Intel UHD Graphics 620","Windows 10","1.6kg",884
718,"Lenovo","Legion Y520-15IKBN","Gaming","15.6","IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050 Ti","Windows 10","2.5kg",1249
278,"Lenovo","ThinkPad X1","2 in 1 Convertible","14.0","Touchscreen 2560x1440","Intel Core i7 6600U 2.6GHz","16GB","512GB SSD","Intel HD Graphics 520","Windows 10","1.36kg",2499
146,"Toshiba","Satellite Pro","Notebook","15.6","1366x768","Intel Core i5 6200U 2.3GHz","4GB","500GB HDD","Intel HD Graphics 520","Windows 10","2.1kg",602
854,"HP","EliteBook 840","Ultrabook","14.0","Full HD 1920x1080","Intel Core i7 6500U 2.5GHz","8GB","512GB SSD","Intel HD Graphics 520","Windows 7","1.54kg",1870
345,"Dell","Inspiron 7570","Notebook","15.6","Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","256GB SSD","Nvidia GeForce 940MX","Windows 10","2kg",1142.75
67,"Asus","ZenBook Pro","Ultrabook","15.6","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","512GB SSD","Nvidia GeForce GTX 1050 Ti","Windows 10","1.8kg",1983
1230,"MSI","GS73VR Stealth","Gaming","17.3","IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10","2.43kg",1948.99
1297,"Lenovo","IdeaPad Y700-15ISK","Notebook","15.6","IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz","8GB","1TB HDD","Nvidia GeForce GTX 960M","Windows 10","2.6kg",899
1140,"Lenovo","ThinkPad Yoga","2 in 1 Convertible","14.0","IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 6500U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 10","1.8kg",1669
173,"HP","ProBook 430","Notebook","13.3","IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","4GB","500GB HDD","Intel UHD Graphics 620","Windows 10","1.49kg",754
803,"Apple","MacBook 12""","Ultrabook","12.0","IPS Panel Retina Display 2304x1440","Intel Core M 1.2GHz","8GB","512GB Flash Storage","Intel HD Graphics 5300","Mac OS X","0.920kg",1165
826,"HP","Chromebook 11","Netbook","11.6","1366x768","Intel Celeron Dual Core N3060 1.6GHz","4GB","16GB Flash Storage","Intel HD Graphics 400","Chrome OS","1.23kg",385
584,"Lenovo","IdeaPad Y910-17ISK","Gaming","17.3","IPS Panel Full HD 1920x1080","Intel Core i7 6820HK 2.7GHz","32GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10","4.6kg",2663
442,"Asus","Rog Strix","Gaming","17.3","Full HD 1920x1080","AMD Ryzen 1600 3.2GHz","8GB","256GB SSD +  1TB HDD","AMD Radeon RX 580","Windows 10","3.2kg",1695
531,"Dell","Inspiron 5770","Notebook","17.3","IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","128GB SSD +  1TB HDD","AMD Radeon 530","Linux","2.8kg",889
234,"HP","ZBook 15u","Notebook","15.6","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","1TB HDD","AMD FirePro W4190M ","Windows 10","1.9kg",1269
719,"Dell","Latitude 5480","Notebook","14.0","Full HD 1920x1080","Intel Core i5 7440HQ 2.8GHz","8GB","256GB SSD","Nvidia GeForce 930MX","Linux","1.64kg",1089
46,"Apple","MacBook Pro","Ultrabook","13.3","IPS Panel Retina Display 2560x1600","Intel Core i5 2.0GHz","8GB","256GB SSD","Intel Iris Graphics 540","macOS","1.37kg",1419
1299,"Dell","Inspiron 3567","Notebook","15.6","1366x768","Intel Core i7 7500U 2.7GHz","8GB","1TB HDD","AMD Radeon R5 M430","Linux","2.3kg",805.99
150,"Asus","X541NA (N3350/4GB/1TB/FHD/W10)","Notebook","15.6","Full HD 1920x1080","Intel Celeron Dual Core N3350 1.1GHz","4GB","1TB HDD","Intel HD Graphics 500","Windows 10","2kg",344
1123,"HP","15-bw011nv (A6-9220/4GB/1TB/FHD/W10)","Notebook","15.6","Full HD 1920x1080","AMD A6-Series 9220 2.5GHz","4GB","1TB HDD","AMD Radeon R4","Windows 10","2.1kg",398
994,"Dell","Inspiron 7579","2 in 1 Convertible","15.6","IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz","12GB","512GB SSD","Intel HD Graphics 620","Windows 10","2.19kg",1299
88,"HP","Pavilion 15-CK000nv","Ultrabook","15.6","IPS Panel Full HD 1920x1080","Intel Core i7 8550U 1.8GHz","8GB","256GB SSD","Nvidia GeForce GTX 940MX","Windows 10","1.83kg",699
449,"Lenovo","ThinkPad X270","Ultrabook","12.5","IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.36kg",1429
1198,"Lenovo","ThinkPad X1","2 in 1 Convertible","14.0","IPS Panel Touchscreen 2560x1440","Intel Core i5 6200U 2.3GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 10","1.36kg",1637
1310,"Dell","Inspiron 3552","Notebook","15.6","1366x768","Intel Celeron Dual Core N3050 1.6GHz","2GB","500GB HDD","Intel HD Graphics","Windows 10","2.20kg",379
581,"Lenovo","V330-15IKB (i5-8250U/4GB/500GB/FHD/W10)","Notebook","15.6","Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","4GB","500GB HDD","Intel HD Graphics 620","Windows 10","2.05kg",685
825,"Razer","Blade Stealth","Ultrabook","12.5","IPS Panel 4K Ultra HD / Touchscreen 3840x2160","Intel Core i7 7500U 2.5GHz","16GB","512GB SSD","Intel HD Graphics 620","Windows 10","1.29kg",1799
11,"HP","250 G6","Notebook","15.6","1366x768","Intel Core i5 7200U 2.5GHz","4GB","500GB HDD","Intel HD Graphics 620","No OS","1.86kg",393.9
625,"MSI","GT62VR 7RE","Gaming","15.6","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10","2.94kg",2267.86
117,"Dell","XPS 13","Ultrabook","13.3","IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","256GB SSD","Intel UHD Graphics 620","Windows 10","1.21kg",1629
1183,"Dell","Inspiron 7567","Gaming","15.6","4K Ultra HD 3840x2160","Intel Core i7 7700HQ 2.8GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050 Ti","Windows 10","2.62kg",1498
881,"Lenovo","ThinkPad L570","Notebook","15.6","1366x768","Intel Core i5 7200U 2.5GHz","4GB","500GB HDD","Intel HD Graphics 620","Windows 10","2.38kg",1055
1074,"HP","ProBook 450","Notebook","15.6","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","2.04kg",1070
66,"HP","250 G6","Notebook","15.6","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.86kg",690
387,"Lenovo","V310-15ISK (i3-6006U/4GB/128GB/FHD/No","Notebook","15.6","Full HD 1920x1080","Intel Core i3 6006U 2GHz","4GB","128GB SSD","Intel HD Graphics 520","No OS","1.85kg",403.5
1167,"Lenovo","ThinkPad X1","2 in 1 Convertible","14.0","IPS Panel Touchscreen 2560x1440","Intel Core i7 6500U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 10","1.27kg",2339
332,"Acer","Aspire E5-575","Notebook","15.6","1366x768","Intel Core i5 7200U 2.5GHz","6GB","1TB HDD","Intel HD Graphics 620","Windows 10","2.23kg",549
149,"HP","EliteBook Folio","Ultrabook","12.5","IPS Panel 4K Ultra HD / Touchscreen 3840x2160","Intel Core M 6Y75 1.2GHz","8GB","512GB SSD","Intel HD Graphics 515","Windows 10","0.97kg",2014
355,"Dell","Inspiron 5570","Ultrabook","15.6","Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","1TB HDD","AMD Radeon 530","Windows 10","1.9kg",663
1263,"Asus","Rog GL553VE-FY052T","Gaming","15.6","IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1050 Ti","Windows 10","2.5kg",1600
130,"Asus","E402WA-GA007T (E2-6110/4GB/64GB/W10","Notebook","14.0","1366x768","AMD E-Series 6110 1.5GHz","4GB","64GB SSD","AMD Radeon R2","Windows 10 S","1.65kg",277.99
679,"Lenovo","V310-15ISK (i5-7200U/8GB/1TB","Notebook","15.6","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","128GB SSD +  1TB HDD","AMD Radeon R5 M430","Windows 10","1.90kg",817.95
1225,"Lenovo","IdeaPad 320-15AST","Notebook","15.6","1366x768","AMD E-Series 9000 2.2GHz","4GB","500GB HDD","AMD Radeon R2 Graphics","Windows 10","2.2kg",299
777,"Samsung","Notebook 9","Ultrabook","13.3","Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.31kg",1599
148,"Asus","ZenBook UX430UA","Ultrabook","14.0","Full HD 1920x1080","Intel Core i7 8550U 1.8GHz","8GB","256GB SSD","Intel UHD Graphics 620","Windows 10","1.25kg",1099
94,"HP","Probook 430","Notebook","13.3","Full HD 1920x1080","Intel Core i7 8550U 1.8GHz","16GB","512GB SSD","Intel UHD Graphics 620","Windows 10","1.49kg",1197
1217,"MSI","GS73VR 7RF","Gaming","17.3","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10","2.43kg",2048.9
